voucher_no,line_no,posting_date,entry_time,account_code,account_name,debit,credit,department,supplier,prepared_by,approved_by,description
JV000057,3,2025-01-07,2025-01-07 09:27:09,2202,Accounts payable 应付账款,,7881.69,Production,Lianchuang Parts 联创配件,prep02,appr01,Purchase of materials
JV000058,1,2025-01-07,2025-01-07 09:43:41,1405,Inventory 库存商品,3225.15,,Production,Ruifeng Components 瑞丰元件,prep01,appr03,Purchase of materials
JV000058,2,2025-01-07,2025-01-07 09:43:41,222101,Input VAT 应交增值税-进项税额,419.27,,Production,Ruifeng Components 瑞丰元件,prep01,appr03,Purchase of materials
JV000058,3,2025-01-07,2025-01-07 09:43:41,2202,Accounts payable 应付账款,,3644.42,Production,Ruifeng Components 瑞丰元件,prep01,appr03,Purchase of materials
JV000059,1,2025-01-07,2025-01-07 10:03:40,6609,Repairs and maintenance 修理费,1684.51,,Production,Anjie Equipment Repair 安捷设备维修,prep05,appr02,Repair services
JV000059,2,2025-01-07,2025-01-07 10:03:40,222101,Input VAT 应交增值税-进项税额,218.99,,Production,Anjie Equipment Repair 安捷设备维修,prep05,appr02,Repair services
JV000059,3,2025-01-07,2025-01-07 10:03:40,2202,Accounts payable 应付账款,,1903.50,Production,Anjie Equipment Repair 安捷设备维修,prep05,appr02,Repair services
JV000060,1,2025-01-07,2025-01-07 10:14:46,1405,Inventory 库存商品,5353.12,,Production,Ruifeng Components 瑞丰元件,prep04,appr03,Purchase of materials
JV000060,2,2025-01-07,2025-01-07 10:14:46,222101,Input VAT 应交增值税-进项税额,695.91,,Production,Ruifeng Components 瑞丰元件,prep04,appr03,Purchase of materials
JV000060,3,2025-01-07,2025-01-07 10:14:46,2202,Accounts payable 应付账款,,6049.03,Production,Ruifeng Components 瑞丰元件,prep04,appr03,Purchase of materials
JV000061,1,2025-01-07,2025-01-07 10:59:06,1405,Inventory 库存商品,5310.50,,Production,Huamei Textiles 华美纺织,prep04,appr01,Purchase of materials
JV000061,2,2025-01-07,2025-01-07 10:59:06,222101,Input VAT 应交增值税-进项税额,690.37,,Production,Huamei Textiles 华美纺织,prep04,appr01,Purchase of materials
JV000061,3,2025-01-07,2025-01-07 10:59:06,2202,Accounts payable 应付账款,,6000.87,Production,Huamei Textiles 华美纺织,prep04,appr01,Purchase of materials
JV000062,1,2025-01-07,2025-01-07 14:31:41,1405,Inventory 库存商品,3741.93,,Production,Kangda Metals 康达金属,prep03,appr02,Purchase of materials
JV000062,2,2025-01-07,2025-01-07 14:31:41,222101,Input VAT 应交增值税-进项税额,486.45,,Production,Kangda Metals 康达金属,prep03,appr02,Purchase of materials
JV000062,3,2025-01-07,2025-01-07 14:31:41,2202,Accounts payable 应付账款,,4228.38,Production,Kangda Metals 康达金属,prep03,appr02,Purchase of materials
JV000063,1,2025-01-07,2025-01-07 14:48:42,6601,Travel expense 差旅费,1869.72,,IT,Yunfan Ticketing 云帆票务,prep01,appr02,Business travel
JV000063,2,2025-01-07,2025-01-07 14:48:42,1002,Bank deposits 银行存款,,1869.72,IT,Yunfan Ticketing 云帆票务,prep01,appr02,Business travel
JV000064,1,2025-01-07,2025-01-07 15:29:47,6601,Travel expense 差旅费,2779.40,,Admin,Yunfan Ticketing 云帆票务,prep04,appr02,Business travel
JV000064,2,2025-01-07,2025-01-07 15:29:47,1002,Bank deposits 银行存款,,2779.40,Admin,Yunfan Ticketing 云帆票务,prep04,appr02,Business travel
JV000065,1,2025-01-07,2025-01-07 16:19:25,1405,Inventory 库存商品,10986.50,,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV000065,2,2025-01-07,2025-01-07 16:19:25,222101,Input VAT 应交增值税-进项税额,1428.25,,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV000065,3,2025-01-07,2025-01-07 16:19:25,2202,Accounts payable 应付账款,,12414.75,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV000066,1,2025-01-07,2025-01-07 16:37:33,1405,Inventory 库存商品,8865.90,,Production,Baocheng Plastics 宝成塑料,prep02,appr01,Purchase of materials
JV000066,2,2025-01-07,2025-01-07 16:37:33,222101,Input VAT 应交增值税-进项税额,1152.57,,Production,Baocheng Plastics 宝成塑料,prep02,appr01,Purchase of materials
JV000066,3,2025-01-07,2025-01-07 16:37:33,2202,Accounts payable 应付账款,,10018.47,Production,Baocheng Plastics 宝成塑料,prep02,appr01,Purchase of materials
JV000067,1,2025-01-07,2025-01-07 17:21:37,1122,Accounts receivable 应收账款,201786.43,,Sales,,prep01,appr02,Sales invoice
JV000067,2,2025-01-07,2025-01-07 17:21:37,6001,Sales revenue 主营业务收入,,178572.06,Sales,,prep01,appr02,Sales invoice
JV000067,3,2025-01-07,2025-01-07 17:21:37,222102,Output VAT 应交增值税-销项税额,,23214.37,Sales,,prep01,appr02,Sales invoice
JV000067,4,2025-01-07,2025-01-07 17:21:37,6401,Cost of sales 主营业务成本,123206.41,,Sales,,prep01,appr02,Sales invoice
JV000067,5,2025-01-07,2025-01-07 17:21:37,1405,Inventory 库存商品,,123206.41,Sales,,prep01,appr02,Sales invoice
JV000068,1,2025-01-07,2025-01-08 11:46:48,6603,Entertainment 业务招待费,1271.01,,Production,Songhe Tea House 松鹤茶楼,prep04,appr01,Client meal
JV000068,2,2025-01-07,2025-01-08 11:46:48,1002,Bank deposits 银行存款,,1271.01,Production,Songhe Tea House 松鹤茶楼,prep04,appr01,Client meal
JV000069,1,2025-01-07,2025-01-08 18:27:57,6601,Travel expense 差旅费,3452.71,,Admin,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV000069,2,2025-01-07,2025-01-08 18:27:57,1002,Bank deposits 银行存款,,3452.71,Admin,Jietu Travel Service 捷途旅行社,prep05,appr01,Business travel
JV000070,1,2025-01-07,2025-01-09 14:37:48,1405,Inventory 库存商品,18749.13,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000070,2,2025-01-07,2025-01-09 14:37:48,222101,Input VAT 应交增值税-进项税额,2437.39,,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000070,3,2025-01-07,2025-01-09 14:37:48,2202,Accounts payable 应付账款,,21186.52,Production,Hongyu Electronics 鸿宇电子,prep01,appr02,Purchase of materials
JV000071,1,2025-01-08,2025-01-08 10:19:40,1405,Inventory 库存商品,4832.20,,Production,Lianchuang Parts 联创配件,prep02,appr01,Purchase of materials
JV000071,2,2025-01-08,2025-01-08 10:19:40,222101,Input VAT 应交增值税-进项税额,628.19,,Production,Lianchuang Parts 联创配件,prep02,appr01,Purchase of materials
JV000071,3,2025-01-08,2025-01-08 10:19:40,2202,Accounts payable 应付账款,,5460.39,Production,Lianchuang Parts 联创配件,prep02,appr01,Purchase of materials
JV000072,1,2025-01-08,2025-01-08 11:16:57,1405,Inventory 库存商品,2045.21,,Production,Hongyu Electronics 鸿宇电子,prep02,appr02,Purchase of materials
JV000072,2,2025-01-08,2025-01-08 11:16:57,222101,Input VAT 应交增值税-进项税额,265.88,,Production,Hongyu Electronics 鸿宇电子,prep02,appr02,Purchase of materials
JV000072,3,2025-01-08,2025-01-08 11:16:57,2202,Accounts payable 应付账款,,2311.09,Production,Hongyu Electronics 鸿宇电子,prep02,appr02,Purchase of materials
JV000073,1,2025-01-08,2025-01-08 11:25:22,1405,Inventory 库存商品,2506.73,,Production,Yongsheng Chemicals 永盛化工,prep01,appr03,Purchase of materials
JV000073,2,2025-01-08,2025-01-08 11:25:22,222101,Input VAT 应交增值税-进项税额,325.87,,Production,Yongsheng Chemicals 永盛化工,prep01,appr03,Purchase of materials
JV000073,3,2025-01-08,2025-01-08 11:25:22,2202,Accounts payable 应付账款,,2832.60,Production,Yongsheng Chemicals 永盛化工,prep01,appr03,Purchase of materials
JV000074,1,2025-01-08,2025-01-08 12:19:20,1122,Accounts receivable 应收账款,15993.92,,Sales,,prep05,appr02,Sales invoice
JV000074,2,2025-01-08,2025-01-08 12:19:20,6001,Sales revenue 主营业务收入,,14153.91,Sales,,prep05,appr02,Sales invoice
JV000074,3,2025-01-08,2025-01-08 12:19:20,222102,Output VAT 应交增值税-销项税额,,1840.01,Sales,,prep05,appr02,Sales invoice
JV000074,4,2025-01-08,2025-01-08 12:19:20,6401,Cost of sales 主营业务成本,9575.63,,Sales,,prep05,appr02,Sales invoice
JV000074,5,2025-01-08,2025-01-08 12:19:20,1405,Inventory 库存商品,,9575.63,Sales,,prep05,appr02,Sales invoice
JV000075,1,2025-01-08,2025-01-08 13:21:30,6601,Travel expense 差旅费,2167.09,,Sales,Jietu Travel Service 捷途旅行社,prep05,appr03,Business travel
JV000075,2,2025-01-08,2025-01-08 13:21:30,1002,Bank deposits 银行存款,,2167.09,Sales,Jietu Travel Service 捷途旅行社,prep05,appr03,Business travel
JV000076,1,2025-01-08,2025-01-08 13:55:21,6609,Repairs and maintenance 修理费,9874.76,,Production,Anjie Equipment Repair 安捷设备维修,prep01,appr01,Repair services
JV000076,2,2025-01-08,2025-01-08 13:55:21,222101,Input VAT 应交增值税-进项税额,1283.72,,Production,Anjie Equipment Repair 安捷设备维修,prep01,appr01,Repair services
JV000076,3,2025-01-08,2025-01-08 13:55:21,2202,Accounts payable 应付账款,,11158.48,Production,Anjie Equipment Repair 安捷设备维修,prep01,appr01,Repair services
JV000077,1,2025-01-08,2025-01-08 14:16:32,1122,Accounts receivable 应收账款,74553.20,,Sales,,prep05,appr02,Sales invoice
JV000077,2,2025-01-08,2025-01-08 14:16:32,6001,Sales revenue 主营业务收入,,65976.28,Sales,,prep05,appr02,Sales invoice
JV000077,3,2025-01-08,2025-01-08 14:16:32,222102,Output VAT 应交增值税-销项税额,,8576.92,Sales,,prep05,appr02,Sales invoice
JV000077,4,2025-01-08,2025-01-08 14:16:32,6401,Cost of sales 主营业务成本,45981.22,,Sales,,prep05,appr02,Sales invoice
JV000077,5,2025-01-08,2025-01-08 14:16:32,1405,Inventory 库存商品,,45981.22,Sales,,prep05,appr02,Sales invoice
JV000078,1,2025-01-08,2025-01-08 14:37:11,1122,Accounts receivable 应收账款,71059.06,,Sales,,prep05,appr02,Sales invoice
JV000078,2,2025-01-08,2025-01-08 14:37:11,6001,Sales revenue 主营业务收入,,62884.12,Sales,,prep05,appr02,Sales invoice
JV000078,3,2025-01-08,2025-01-08 14:37:11,222102,Output VAT 应交增值税-销项税额,,8174.94,Sales,,prep05,appr02,Sales invoice
JV000078,4,2025-01-08,2025-01-08 14:37:11,6401,Cost of sales 主营业务成本,35050.86,,Sales,,prep05,appr02,Sales invoice
JV000078,5,2025-01-08,2025-01-08 14:37:11,1405,Inventory 库存商品,,35050.86,Sales,,prep05,appr02,Sales invoice
JV000079,1,2025-01-08,2025-01-08 15:26:47,6601,Travel expense 差旅费,1791.57,,Sales,Jietu Travel Service 捷途旅行社,prep04,appr03,Business travel
JV000079,2,2025-01-08,2025-01-08 15:26:47,1002,Bank deposits 银行存款,,1791.57,Sales,Jietu Travel Service 捷途旅行社,prep04,appr03,Business travel
JV000080,1,2025-01-08,2025-01-08 16:03:52,1122,Accounts receivable 应收账款,234777.08,,Sales,,prep04,appr02,Sales invoice
JV000080,2,2025-01-08,2025-01-08 16:03:52,6001,Sales revenue 主营业务收入,,207767.33,Sales,,prep04,appr02,Sales invoice
JV000080,3,2025-01-08,2025-01-08 16:03:52,222102,Output VAT 应交增值税-销项税额,,27009.75,Sales,,prep04,appr02,Sales invoice
JV000080,4,2025-01-08,2025-01-08 16:03:52,6401,Cost of sales 主营业务成本,132074.55,,Sales,,prep04,appr02,Sales invoice
JV000080,5,2025-01-08,2025-01-08 16:03:52,1405,Inventory 库存商品,,132074.55,Sales,,prep04,appr02,Sales invoice
JV000081,1,2025-01-08,2025-01-08 16:05:59,1405,Inventory 库存商品,6246.64,,Production,Baocheng Plastics 宝成塑料,prep02,appr02,Purchase of materials
JV000081,2,2025-01-08,2025-01-08 16:05:59,222101,Input VAT 应交增值税-进项税额,812.06,,Production,Baocheng Plastics 宝成塑料,prep02,appr02,Purchase of materials
JV000081,3,2025-01-08,2025-01-08 16:05:59,2202,Accounts payable 应付账款,,7058.70,Production,Baocheng Plastics 宝成塑料,prep02,appr02,Purchase of materials
JV000082,1,2025-01-08,2025-01-08 17:12:47,6609,Repairs and maintenance 修理费,3021.03,,Production,Anjie Equipment Repair 安捷设备维修,prep04,appr02,Repair services
JV000082,2,2025-01-08,2025-01-08 17:12:47,222101,Input VAT 应交增值税-进项税额,392.73,,Production,Anjie Equipment Repair 安捷设备维修,prep04,appr02,Repair services
JV000082,3,2025-01-08,2025-01-08 17:12:47,2202,Accounts payable 应付账款,,3413.76,Production,Anjie Equipment Repair 安捷设备维修,prep04,appr02,Repair services
JV000083,1,2025-01-08,2025-01-08 17:45:39,1122,Accounts receivable 应收账款,124863.19,,Sales,,prep03,appr01,Sales invoice
JV000083,2,2025-01-08,2025-01-08 17:45:39,6001,Sales revenue 主营业务收入,,110498.40,Sales,,prep03,appr01,Sales invoice
JV000083,3,2025-01-08,2025-01-08 17:45:39,222102,Output VAT 应交增值税-销项税额,,14364.79,Sales,,prep03,appr01,Sales invoice
JV000083,4,2025-01-08,2025-01-08 17:45:39,6401,Cost of sales 主营业务成本,61635.38,,Sales,,prep03,appr01,Sales invoice
JV000083,5,2025-01-08,2025-01-08 17:45:39,1405,Inventory 库存商品,,61635.38,Sales,,prep03,appr01,Sales invoice
JV000084,1,2025-01-08,2025-01-08 18:14:27,1122,Accounts receivable 应收账款,65236.61,,Sales,,prep02,appr01,Sales invoice
JV000084,2,2025-01-08,2025-01-08 18:14:27,6001,Sales revenue 主营业务收入,,57731.51,Sales,,prep02,appr01,Sales invoice
JV000084,3,2025-01-08,2025-01-08 18:14:27,222102,Output VAT 应交增值税-销项税额,,7505.10,Sales,,prep02,appr01,Sales invoice
JV000084,4,2025-01-08,2025-01-08 18:14:27,6401,Cost of sales 主营业务成本,37316.06,,Sales,,prep02,appr01,Sales invoice
JV000084,5,2025-01-08,2025-01-08 18:14:27,1405,Inventory 库存商品,,37316.06,Sales,,prep02,appr01,Sales invoice
JV000085,1,2025-01-08,2025-01-09 13:57:38,1405,Inventory 库存商品,3789.02,,Production,Yongsheng Chemicals 永盛化工,prep02,appr01,Purchase of materials
JV000085,2,2025-01-08,2025-01-09 13:57:38,222101,Input VAT 应交增值税-进项税额,492.57,,Production,Yongsheng Chemicals 永盛化工,prep02,appr01,Purchase of materials
JV000085,3,2025-01-08,2025-01-09 13:57:38,2202,Accounts payable 应付账款,,4281.59,Production,Yongsheng Chemicals 永盛化工,prep02,appr01,Purchase of materials
JV000086,1,2025-01-08,2025-01-09 18:11:22,1405,Inventory 库存商品,3248.39,,Production,Jiahe Packaging 嘉禾包装,prep05,appr02,Purchase of materials
JV000086,2,2025-01-08,2025-01-09 18:11:22,222101,Input VAT 应交增值税-进项税额,422.29,,Production,Jiahe Packaging 嘉禾包装,prep05,appr02,Purchase of materials
JV000086,3,2025-01-08,2025-01-09 18:11:22,2202,Accounts payable 应付账款,,3670.68,Production,Jiahe Packaging 嘉禾包装,prep05,appr02,Purchase of materials
JV000087,1,2025-01-08,2025-01-10 10:07:48,1405,Inventory 库存商品,2842.59,,Production,Kangda Metals 康达金属,prep05,appr02,Purchase of materials
JV000087,2,2025-01-08,2025-01-10 10:07:48,222101,Input VAT 应交增值税-进项税额,369.54,,Production,Kangda Metals 康达金属,prep05,appr02,Purchase of materials
JV000087,3,2025-01-08,2025-01-10 10:07:48,2202,Accounts payable 应付账款,,3212.13,Production,Kangda Metals 康达金属,prep05,appr02,Purchase of materials
JV000088,1,2025-01-08,2025-01-10 16:33:22,1122,Accounts receivable 应收账款,65119.82,,Sales,,prep04,appr03,Sales invoice
JV000088,2,2025-01-08,2025-01-10 16:33:22,6001,Sales revenue 主营业务收入,,57628.16,Sales,,prep04,appr03,Sales invoice
JV000088,3,2025-01-08,2025-01-10 16:33:22,222102,Output VAT 应交增值税-销项税额,,7491.66,Sales,,prep04,appr03,Sales invoice
JV000088,4,2025-01-08,2025-01-10 16:33:22,6401,Cost of sales 主营业务成本,32574.36,,Sales,,prep04,appr03,Sales invoice
JV000088,5,2025-01-08,2025-01-10 16:33:22,1405,Inventory 库存商品,,32574.36,Sales,,prep04,appr03,Sales invoice
JV000089,1,2025-01-09,2025-01-09 09:04:01,1122,Accounts receivable 应收账款,54675.56,,Sales,,prep03,appr02,Sales invoice
JV000089,2,2025-01-09,2025-01-09 09:04:01,6001,Sales revenue 主营业务收入,,48385.45,Sales,,prep03,appr02,Sales invoice
JV000089,3,2025-01-09,2025-01-09 09:04:01,222102,Output VAT 应交增值税-销项税额,,6290.11,Sales,,prep03,appr02,Sales invoice
JV000089,4,2025-01-09,2025-01-09 09:04:01,6401,Cost of sales 主营业务成本,33772.79,,Sales,,prep03,appr02,Sales invoice
JV000089,5,2025-01-09,2025-01-09 09:04:01,1405,Inventory 库存商品,,33772.79,Sales,,prep03,appr02,Sales invoice
JV000090,1,2025-01-09,2025-01-09 09:38:53,1122,Accounts receivable 应收账款,48747.45,,Sales,,prep03,appr01,Sales invoice
JV000090,2,2025-01-09,2025-01-09 09:38:53,6001,Sales revenue 主营业务收入,,43139.34,Sales,,prep03,appr01,Sales invoice
JV000090,3,2025-01-09,2025-01-09 09:38:53,222102,Output VAT 应交增值税-销项税额,,5608.11,Sales,,prep03,appr01,Sales invoice
JV000090,4,2025-01-09,2025-01-09 09:38:53,6401,Cost of sales 主营业务成本,24682.93,,Sales,,prep03,appr01,Sales invoice
JV000090,5,2025-01-09,2025-01-09 09:38:53,1405,Inventory 库存商品,,24682.93,Sales,,prep03,appr01,Sales invoice
JV000091,1,2025-01-09,2025-01-09 09:52:51,1122,Accounts receivable 应收账款,152999.94,,Sales,,prep04,appr01,Sales invoice
JV000091,2,2025-01-09,2025-01-09 09:52:51,6001,Sales revenue 主营业务收入,,135398.18,Sales,,prep04,appr01,Sales invoice
JV000091,3,2025-01-09,2025-01-09 09:52:51,222102,Output VAT 应交增值税-销项税额,,17601.76,Sales,,prep04,appr01,Sales invoice
JV000091,4,2025-01-09,2025-01-09 09:52:51,6401,Cost of sales 主营业务成本,85700.14,,Sales,,prep04,appr01,Sales invoice
JV000091,5,2025-01-09,2025-01-09 09:52:51,1405,Inventory 库存商品,,85700.14,Sales,,prep04,appr01,Sales invoice
JV000092,1,2025-01-09,2025-01-09 09:59:29,1405,Inventory 库存商品,17390.80,,Production,Yongsheng Chemicals 永盛化工,prep04,appr02,Purchase of materials
JV000092,2,2025-01-09,2025-01-09 09:59:29,222101,Input VAT 应交增值税-进项税额,2260.80,,Production,Yongsheng Chemicals 永盛化工,prep04,appr02,Purchase of materials
JV000092,3,2025-01-09,2025-01-09 09:59:29,2202,Accounts payable 应付账款,,19651.60,Production,Yongsheng Chemicals 永盛化工,prep04,appr02,Purchase of materials
JV000093,1,2025-01-09,2025-01-09 10:14:39,1405,Inventory 库存商品,2392.18,,Production,Baocheng Plastics 宝成塑料,prep01,appr02,Purchase of materials
JV000093,2,2025-01-09,2025-01-09 10:14:39,222101,Input VAT 应交增值税-进项税额,310.98,,Production,Baocheng Plastics 宝成塑料,prep01,appr02,Purchase of materials
JV000093,3,2025-01-09,2025-01-09 10:14:39,2202,Accounts payable 应付账款,,2703.16,Production,Baocheng Plastics 宝成塑料,prep01,appr02,Purchase of materials
JV000094,1,2025-01-09,2025-01-09 10:32:37,1405,Inventory 库存商品,23454.33,,Production,Hongyu Electronics 鸿宇电子,prep05,appr02,Purchase of materials
