bank_date,amount,counterparty,bank_ref
2025-11-26,-3323.99,Jietu Travel Service 捷途旅行社,BR001642
2025-11-26,-2345.53,Songhe Tea House 松鹤茶楼,BR001643
2025-11-26,-1262.43,Songhe Tea House 松鹤茶楼,BR001644
2025-11-26,10969.05,Beichen Trading 北辰贸易,BR001645
2025-11-26,34348.01,Jinhai Industrial 金海实业,BR001646
2025-11-26,58066.63,Guangyao Electric 光耀电器,BR001647
2025-11-26,125521.20,Xinhe Distribution 信和分销,BR001648
2025-11-27,-143185.52,Dingxin Steel 鼎鑫钢材,BR001649
2025-11-27,-131171.02,Kangda Metals 康达金属,BR001650
2025-11-27,-106733.82,Ruifeng Components 瑞丰元件,BR001651
2025-11-27,-93183.31,Hongyu Electronics 鸿宇电子,BR001652
2025-11-27,-48570.91,Wanli Facility Services 万里设施服务,BR001653
2025-11-27,-3473.13,Yunfan Ticketing 云帆票务,BR001654
2025-11-27,-2852.97,Jietu Travel Service 捷途旅行社,BR001655
2025-11-27,-1801.13,Jietu Travel Service 捷途旅行社,BR001656
2025-11-27,-1370.22,Jietu Travel Service 捷途旅行社,BR001657
2025-11-27,-968.02,Jiayi Printing 嘉艺印务,BR001658
2025-11-27,-313.45,Jiayi Printing 嘉艺印务,BR001659
2025-11-28,-3813.04,Jietu Travel Service 捷途旅行社,BR001660
2025-11-28,-2318.17,Yunfan Ticketing 云帆票务,BR001661
2025-11-28,-142.14,Bank service charge 银行手续费,BR001662
2025-11-29,-3978.14,Songhe Tea House 松鹤茶楼,BR001663
2025-11-29,-608.64,Huaxin Office Supplies 华信办公用品,BR001664
2025-11-30,-1079.80,Songhe Tea House 松鹤茶楼,BR001665
2025-11-30,46670.58,Minghui Manufacturing 明辉制造,BR001666
2025-12-01,-1752.69,Yunfan Ticketing 云帆票务,BR001667
2025-12-01,22258.79,Fuyuan Supermarkets 富源超市,BR001668
2025-12-01,36646.56,Yuanhang Technology 远航科技,BR001669
2025-12-01,40983.54,Anping Hardware 安平五金,BR001670
2025-12-01,63876.85,Jinhai Industrial 金海实业,BR001671
2025-12-01,135520.04,Fuyuan Supermarkets 富源超市,BR001672
2025-12-02,-2634.66,Jinyue Restaurant 金悦酒楼,BR001673
2025-12-02,-1743.39,Jinyue Restaurant 金悦酒楼,BR001674
2025-12-03,-7646.34,Jietu Travel Service 捷途旅行社,BR001675
2025-12-03,-3625.84,Jietu Travel Service 捷途旅行社,BR001676
2025-12-03,-2470.25,Jietu Travel Service 捷途旅行社,BR001677
2025-12-03,-2166.69,Jietu Travel Service 捷途旅行社,BR001678
2025-12-03,20723.59,Qinghe Foods 清禾食品,BR001679
2025-12-03,57722.71,Longsheng Home 隆盛家居,BR001680
2025-12-04,-4605.03,Jietu Travel Service 捷途旅行社,BR001681
2025-12-04,-2545.25,Jietu Travel Service 捷途旅行社,BR001682
2025-12-04,-1770.15,Songhe Tea House 松鹤茶楼,BR001683
2025-12-04,-1379.56,Songhe Tea House 松鹤茶楼,BR001684
2025-12-04,-794.38,Jinyue Restaurant 金悦酒楼,BR001685
2025-12-04,36796.39,Qinghe Foods 清禾食品,BR001686
2025-12-04,154754.40,Xinhe Distribution 信和分销,BR001687
2025-12-05,-60000.00,Hengtai Property 恒泰物业,BR001688
2025-12-05,-5150.72,Yunfan Ticketing 云帆票务,BR001689
2025-12-05,-1985.04,Jinyue Restaurant 金悦酒楼,BR001690
2025-12-05,-1411.17,Jinyue Restaurant 金悦酒楼,BR001691
2025-12-05,-1230.02,Jinyue Restaurant 金悦酒楼,BR001692
2025-12-05,-1139.15,Jietu Travel Service 捷途旅行社,BR001693
2025-12-05,25959.56,Qinghe Foods 清禾食品,BR001694
2025-12-05,40691.81,Tongda Retail 通达零售,BR001695
2025-12-06,-1264.24,Jietu Travel Service 捷途旅行社,BR001696
2025-12-07,-2999.86,Yunfan Ticketing 云帆票务,BR001697
2025-12-07,-724.31,Huaxin Office Supplies 华信办公用品,BR001698
2025-12-07,-609.82,Huaxin Office Supplies 华信办公用品,BR001699
2025-12-07,53211.07,Yuanhang Technology 远航科技,BR001700
2025-12-07,55047.34,Yuanhang Technology 远航科技,BR001701
2025-12-07,59032.83,Guangyao Electric 光耀电器,BR001702
2025-12-07,145889.64,Yuanhang Technology 远航科技,BR001703
2025-12-08,-1364.94,Jietu Travel Service 捷途旅行社,BR001704
2025-12-09,-3397.05,Jietu Travel Service 捷途旅行社,BR001705
2025-12-09,-3116.61,Yunfan Ticketing 云帆票务,BR001706
2025-12-09,-2143.23,Jietu Travel Service 捷途旅行社,BR001707
2025-12-09,-1353.70,Jinyue Restaurant 金悦酒楼,BR001708
2025-12-09,-662.72,Jiayi Printing 嘉艺印务,BR001709
2025-12-09,18951.05,Tongda Retail 通达零售,BR001710
2025-12-09,23109.54,Yuanhang Technology 远航科技,BR001711
2025-12-09,57765.45,Tongda Retail 通达零售,BR001712
2025-12-10,-605531.52,Payroll batch 工资代发,BR001713
2025-12-10,-3450.06,Yunfan Ticketing 云帆票务,BR001714
2025-12-10,-1540.90,Jietu Travel Service 捷途旅行社,BR001715
2025-12-10,-1461.52,Songhe Tea House 松鹤茶楼,BR001716
2025-12-10,-1049.07,Huaxin Office Supplies 华信办公用品,BR001717
2025-12-10,-671.78,Huaxin Office Supplies 华信办公用品,BR001718
2025-12-10,-624.68,Jiayi Printing 嘉艺印务,BR001719
2025-12-10,22593.53,Longsheng Home 隆盛家居,BR001720
2025-12-10,42443.72,Qinghe Foods 清禾食品,BR001721
2025-12-10,65799.10,Tongda Retail 通达零售,BR001722
2025-12-10,65910.48,Jinhai Industrial 金海实业,BR001723
2025-12-10,87020.33,Longsheng Home 隆盛家居,BR001724
2025-12-10,91411.02,Shunfa Wholesale 顺发批发,BR001725
2025-12-11,-3224.79,Yunfan Ticketing 云帆票务,BR001726
2025-12-11,-1270.99,Yunfan Ticketing 云帆票务,BR001727
2025-12-11,-921.25,Jiayi Printing 嘉艺印务,BR001728
2025-12-11,-688.26,Jinyue Restaurant 金悦酒楼,BR001729
2025-12-11,37741.66,Fuyuan Supermarkets 富源超市,BR001730
2025-12-11,39240.05,Fuyuan Supermarkets 富源超市,BR001731
2025-12-11,73791.07,Jinhai Industrial 金海实业,BR001732
2025-12-11,143566.88,Beichen Trading 北辰贸易,BR001733
2025-12-12,-717.68,Jiayi Printing 嘉艺印务,BR001734
2025-12-12,103283.88,Yuanhang Technology 远航科技,BR001735
2025-12-13,-2102.51,Yunfan Ticketing 云帆票务,BR001736
2025-12-14,153679.18,Longsheng Home 隆盛家居,BR001737
2025-12-15,-13599.91,Donghu Water and Power 东湖水电,BR001738
2025-12-15,-2059.26,Jietu Travel Service 捷途旅行社,BR001739
2025-12-15,-1363.10,Jinyue Restaurant 金悦酒楼,BR001740
2025-12-15,28790.87,Xinhe Distribution 信和分销,BR001741
2025-12-15,41336.95,Tongda Retail 通达零售,BR001742
2025-12-15,47914.76,Xinhe Distribution 信和分销,BR001743
2025-12-15,54881.17,Guangyao Electric 光耀电器,BR001744
2025-12-15,60873.34,Minghui Manufacturing 明辉制造,BR001745
2025-12-15,62810.20,Fuyuan Supermarkets 富源超市,BR001746
2025-12-15,96821.54,Beichen Trading 北辰贸易,BR001747
2025-12-16,-22625.79,Social insurance direct debit 社保代扣,BR001748
2025-12-16,-818.33,Huaxin Office Supplies 华信办公用品,BR001749
2025-12-16,27315.38,Yuanhang Technology 远航科技,BR001750
2025-12-17,-1737.72,Jinyue Restaurant 金悦酒楼,BR001751
2025-12-17,32038.87,Fuyuan Supermarkets 富源超市,BR001752
2025-12-18,-2782.88,Yunfan Ticketing 云帆票务,BR001753
2025-12-18,-2553.82,Jietu Travel Service 捷途旅行社,BR001754
2025-12-18,-2360.62,Yunfan Ticketing 云帆票务,BR001755
2025-12-18,-2284.61,Yunfan Ticketing 云帆票务,BR001756
2025-12-18,-981.16,Jinyue Restaurant 金悦酒楼,BR001757
2025-12-18,-565.36,Jiayi Printing 嘉艺印务,BR001758
2025-12-18,-503.20,Huaxin Office Supplies 华信办公用品,BR001759
2025-12-18,27341.82,Xinhe Distribution 信和分销,BR001760
2025-12-18,45758.50,Jinhai Industrial 金海实业,BR001761
2025-12-18,94452.72,Jinhai Industrial 金海实业,BR001762
2025-12-18,112063.50,Shunfa Wholesale 顺发批发,BR001763
2025-12-18,134369.53,Guangyao Electric 光耀电器,BR001764
2025-12-19,-2244.82,Jiayi Printing 嘉艺印务,BR001765
2025-12-20,-571.15,Huaxin Office Supplies 华信办公用品,BR001766
2025-12-21,-2408.71,Yunfan Ticketing 云帆票务,BR001767
2025-12-21,30895.16,Jinhai Industrial 金海实业,BR001768
2025-12-21,46235.57,Minghui Manufacturing 明辉制造,BR001769
2025-12-21,51888.59,Guangyao Electric 光耀电器,BR001770
2025-12-21,72415.34,Tongda Retail 通达零售,BR001771
2025-12-22,20580.31,Beichen Trading 北辰贸易,BR001772
2025-12-22,29045.47,Fuyuan Supermarkets 富源超市,BR001773
2025-12-22,36098.96,Jinhai Industrial 金海实业,BR001774
2025-12-22,42837.60,Shunfa Wholesale 顺发批发,BR001775
2025-12-22,44321.30,Yuanhang Technology 远航科技,BR001776
2025-12-22,45332.00,Minghui Manufacturing 明辉制造,BR001777
2025-12-22,65604.64,Xinhe Distribution 信和分销,BR001778
2025-12-22,93640.17,Beichen Trading 北辰贸易,BR001779
2025-12-22,130779.66,Jinhai Industrial 金海实业,BR001780
2025-12-23,-1922.06,Huaxin Office Supplies 华信办公用品,BR001781
2025-12-23,94885.46,Jinhai Industrial 金海实业,BR001782
2025-12-24,-5965.39,Donghu Telecom 东湖通信,BR001783
2025-12-24,-1902.56,Songhe Tea House 松鹤茶楼,BR001784
2025-12-24,-1292.44,Yunfan Ticketing 云帆票务,BR001785
2025-12-24,-1057.43,Songhe Tea House 松鹤茶楼,BR001786
2025-12-24,-689.36,Jiayi Printing 嘉艺印务,BR001787
2025-12-24,-511.84,Jiayi Printing 嘉艺印务,BR001788
2025-12-24,29972.33,Jinhai Industrial 金海实业,BR001789
2025-12-24,52392.25,Minghui Manufacturing 明辉制造,BR001790
2025-12-24,64123.64,Tongda Retail 通达零售,BR001791
2025-12-24,114324.80,Tongda Retail 通达零售,BR001792
2025-12-25,-260144.73,Hongyu Electronics 鸿宇电子,BR001793
2025-12-25,-227772.38,Qianfeng Tax Advisory 千峰税务咨询,BR001794
2025-12-25,-225073.57,Zhiyuan Consulting 智远咨询,BR001795
2025-12-25,-211809.47,Yongsheng Chemicals 永盛化工,BR001796
2025-12-25,-174452.18,Jiahe Packaging 嘉禾包装,BR001797
2025-12-25,-5229.41,Songhe Tea House 松鹤茶楼,BR001798
2025-12-25,54565.60,Qinghe Foods 清禾食品,BR001799
2025-12-25,73545.77,Anping Hardware 安平五金,BR001800
2025-12-25,101938.50,Jinhai Industrial 金海实业,BR001801
2025-12-26,-804120.86,Ruida Office Furniture 瑞达办公家具,BR001802
2025-12-26,-255621.52,Tianrui Materials 天瑞物资,BR001803
2025-12-26,-195773.13,Kangda Metals 康达金属,BR001804
2025-12-26,-160444.00,Baocheng Plastics 宝成塑料,BR001805
2025-12-26,-158301.58,Lianchuang Parts 联创配件,BR001806
2025-12-26,-141375.39,Ruifeng Components 瑞丰元件,BR001807
2025-12-26,-130991.64,Huamei Textiles 华美纺织,BR001808
2025-12-26,-100987.08,Wanli Facility Services 万里设施服务,BR001809
2025-12-26,-96163.51,Dingxin Steel 鼎鑫钢材,BR001810
2025-12-26,-2118.97,Songhe Tea House 松鹤茶楼,BR001811
2025-12-26,-870.45,Songhe Tea House 松鹤茶楼,BR001812
2025-12-26,-847.61,Jietu Travel Service 捷途旅行社,BR001813
2025-12-27,-205968.87,Fangzhou Exhibition 方舟会展,BR001814
2025-12-27,-2501.25,Huaxin Office Supplies 华信办公用品,BR001815
2025-12-27,-1910.79,Yunfan Ticketing 云帆票务,BR001816
2025-12-27,-447.57,Huaxin Office Supplies 华信办公用品,BR001817
2025-12-28,23520.78,Anping Hardware 安平五金,BR001818
2025-12-28,48986.42,Yuanhang Technology 远航科技,BR001819
2025-12-28,56254.38,Qinghe Foods 清禾食品,BR001820
2025-12-28,56484.89,Shunfa Wholesale 顺发批发,BR001821
2025-12-28,116496.47,Qinghe Foods 清禾食品,BR001822
2025-12-29,27505.48,Beichen Trading 北辰贸易,BR001823
2025-12-29,29715.23,Tongda Retail 通达零售,BR001824
2025-12-29,30650.98,Guangyao Electric 光耀电器,BR001825
2025-12-29,46073.73,Guangyao Electric 光耀电器,BR001826
2025-12-29,46571.15,Tongda Retail 通达零售,BR001827
2025-12-29,47874.62,Beichen Trading 北辰贸易,BR001828
2025-12-29,50682.24,Anping Hardware 安平五金,BR001829
2025-12-29,51384.52,Fuyuan Supermarkets 富源超市,BR001830
2025-12-29,209222.55,Xinhe Distribution 信和分销,BR001831
2025-12-30,-4052.00,Yunfan Ticketing 云帆票务,BR001832
2025-12-30,-826.68,Huaxin Office Supplies 华信办公用品,BR001833
2025-12-30,-796.09,Jiayi Printing 嘉艺印务,BR001834
2025-12-30,-668.93,Jiayi Printing 嘉艺印务,BR001835
2025-12-30,27674.84,Beichen Trading 北辰贸易,BR001836
2025-12-30,58240.12,Yuanhang Technology 远航科技,BR001837
2025-12-30,129271.84,Yuanhang Technology 远航科技,BR001838
2025-12-30,142455.28,Guangyao Electric 光耀电器,BR001839
2025-12-30,159144.50,Minghui Manufacturing 明辉制造,BR001840
2025-12-31,-3705.83,Yunfan Ticketing 云帆票务,BR001841
2025-12-31,-3068.55,Yunfan Ticketing 云帆票务,BR001842
2025-12-31,-1321.03,Huaxin Office Supplies 华信办公用品,BR001843
2025-12-31,-324.89,Bank service charge 银行手续费,BR001844
2025-12-31,59202.16,Minghui Manufacturing 明辉制造,BR001845
2025-12-31,75514.33,Guangyao Electric 光耀电器,BR001846
